ae_image_path,light_environment,confidence_vector
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l7\param_1\n02074367\ILSVRC2012_val_00033885.JPEG,l7,"[0.66069865 0.02525038 0.01226152 0.00229408 0.01070359 0.21532646
 0.0025405  0.00183649 0.00444382 0.01443466 1.         0.01627271
 0.00214306 0.00265833 0.02445927 0.00238646 0.00222851 0.00307513
 0.00251512 0.04584179 0.19100079 0.00230663 0.00207062 0.00528265
 0.00236763 0.00228278 0.0024104 ]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l7\param_1\n02074367\ILSVRC2012_val_00043544.JPEG,l7,"[0.47406787 0.35483038 0.00109453 0.00201757 0.00907245 0.07695089
 0.00187451 0.00182513 0.00215636 0.0124051  1.         0.3192762
 0.00164672 0.00314903 0.04863724 0.00198293 0.00183052 0.00256142
 0.0032545  0.04228244 0.18205677 0.00187778 0.00175089 0.00213667
 0.00185791 0.00175847 0.00256995]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l7\param_1\n02085620\ILSVRC2012_val_00002921.JPEG,l7,"[0.40786526 0.01963112 0.07858542 0.33006305 0.37988988 0.03267805
 0.3172098  0.30781955 0.57173336 0.30618984 0.32384753 0.02901054
 0.3069855  0.36514795 1.         0.31368154 0.3043315  0.39223763
 0.359517   0.2873936  0.06566742 0.34385246 0.2965704  0.5271533
 0.29775357 0.3037966  0.37697503]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l7\param_1\n02085620\ILSVRC2012_val_00011555.JPEG,l7,"[0.0272827  0.01542553 0.0477117  0.0028335  0.01288291 0.05621713
 0.00275437 0.00248282 0.00421712 0.04703597 0.01475911 1.
 0.00230852 0.0042274  0.02017899 0.00261692 0.0025942  0.00303388
 0.00342343 0.08720522 0.3846178  0.00287785 0.00240808 0.00429724
 0.00264013 0.00262866 0.00306731]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l7\param_1\n02085620\ILSVRC2012_val_00016688.JPEG,l7,"[0.13082299 0.31212243 0.30277276 0.05578225 1.         0.34865594
 0.05048857 0.04734603 0.08251679 0.40612695 0.59999526 0.03610983
 0.0483243  0.0711497  0.3085455  0.05258519 0.05017084 0.06484826
 0.06786433 0.35013652 0.08419739 0.04946242 0.05518683 0.19341825
 0.05059525 0.0475319  0.05298949]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l7\param_1\n02085620\ILSVRC2012_val_00020016.JPEG,l7,"[1.         0.09958199 0.22344568 0.01386052 0.0608752  0.03451734
 0.01323616 0.01331263 0.02011074 0.02015708 0.02990797 0.42464128
 0.01379997 0.01494933 0.10249836 0.01273786 0.01236877 0.01881736
 0.01392271 0.24237607 0.08043649 0.01332165 0.01305455 0.02258749
 0.01288188 0.01277899 0.0169721 ]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l7\param_1\n02085620\ILSVRC2012_val_00049159.JPEG,l7,"[0.15550278 0.876433   0.06711397 0.02738742 0.09395944 0.4172581
 0.02476461 0.0260772  0.04393265 0.05425336 0.89448357 0.23411807
 0.02674687 0.03452322 0.17081767 0.02472421 0.02700462 0.03304043
 0.03176362 0.11728897 1.         0.02733858 0.02585301 0.05211559
 0.02637096 0.02503887 0.02890565]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l7\param_1\n02094433\ILSVRC2012_val_00000949.JPEG,l7,"[0.6727116  0.12881179 0.01108747 0.00160146 0.0040342  0.02943117
 0.0013016  0.00147621 0.00272985 0.00351083 0.03361038 1.
 0.00148955 0.00194141 0.01342663 0.00137982 0.00136499 0.00216426
 0.00175642 0.01855895 0.08737228 0.00136368 0.00144146 0.00402983
 0.00137113 0.00131962 0.00200385]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l7\param_1\n02094433\ILSVRC2012_val_00009244.JPEG,l7,"[1.         0.30636516 0.21208298 0.02508155 0.05857238 0.3720389
 0.01903263 0.02155972 0.03078845 0.06111538 0.24270985 0.32652283
 0.02162363 0.03055848 0.03549802 0.02083558 0.02013119 0.02772013
 0.02772614 0.06209663 0.11994796 0.02229271 0.02213228 0.06501358
 0.01999132 0.01964825 0.02618589]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l7\param_1\n02094433\ILSVRC2012_val_00039256.JPEG,l7,"[0.47911787 0.13411008 0.6238791  0.06751234 0.23119915 0.46324039
 0.05786962 0.0563947  0.09375035 0.52652043 0.0481861  1.
 0.05622267 0.09419942 0.10593963 0.05879711 0.05865817 0.07653634
 0.07765371 0.6895285  0.5307722  0.0605642  0.06189317 0.1167835
 0.05619609 0.0570845  0.06709197]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l7\param_1\n02094433\ILSVRC2012_val_00040036.JPEG,l7,"[1.         0.24283357 0.19332217 0.00290387 0.00842196 0.10998201
 0.00266848 0.00253345 0.00418769 0.00547841 0.8967739  0.34390745
 0.00269569 0.00342008 0.0099623  0.00264167 0.0027769  0.00283237
 0.00314808 0.05580721 0.21447212 0.00272624 0.00265386 0.00458473
 0.00267    0.00279715 0.0028347 ]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l7\param_1\n02099601\ILSVRC2012_val_00008772.JPEG,l7,"[3.6661416e-02 2.4260272e-01 2.4089059e-03 4.8088786e-04 9.3769556e-04
 1.2357890e-03 6.6257973e-04 5.4801640e-04 3.6769835e-04 6.2673143e-04
 3.0832982e-01 1.0000000e+00 5.4320658e-04 4.9321138e-04 4.0773567e-04
 6.5810286e-04 6.4635952e-04 4.9880333e-04 4.7378748e-04 4.9892347e-03
 3.9612547e-02 6.4810540e-04 5.7172752e-04 3.6990133e-04 6.9138425e-04
 7.3807361e-04 4.7465166e-04]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l7\param_1\n02099601\ILSVRC2012_val_00011373.JPEG,l7,"[0.7437244  0.43841407 0.4212722  0.304662   0.4841911  0.22422393
 0.44586933 0.37007755 0.29583168 0.47527328 0.13039407 1.
 0.35100892 0.3446136  0.49692318 0.41853425 0.45265895 0.27845854
 0.30533642 0.5120023  0.48347124 0.46945795 0.3395867  0.4521801
 0.4279196  0.48518226 0.29014754]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l7\param_1\n02099601\ILSVRC2012_val_00013611.JPEG,l7,"[0.071146   1.         0.05065069 0.02569377 0.04368285 0.06939235
 0.03444142 0.02854734 0.02738253 0.03208978 0.10644616 0.08097358
 0.02964276 0.02778866 0.04496694 0.03311741 0.03392649 0.02150528
 0.0252706  0.02479561 0.07700305 0.03354431 0.02928984 0.0239499
 0.03427473 0.03608635 0.02816142]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l7\param_1\n02099601\ILSVRC2012_val_00031917.JPEG,l7,"[1.6355130e-01 1.4194116e-01 1.6086989e-03 1.0185797e-03 1.3099611e-02
 7.5767331e-02 1.2902445e-03 1.0591091e-03 1.2342356e-03 7.9248585e-03
 1.0000000e+00 8.9519149e-01 1.1116435e-03 9.9533098e-04 1.2125908e-02
 1.3411581e-03 1.2559510e-03 8.0410508e-04 1.0749412e-03 2.6149651e-02
 3.7140861e-01 1.3239509e-03 1.0159937e-03 6.9625373e-04 1.3546918e-03
 1.4345715e-03 1.1056787e-03]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l7\param_1\n02099601\ILSVRC2012_val_00047737.JPEG,l7,"[1.3932805e-02 1.6672090e-03 6.7772641e-04 3.7781821e-04 9.6630416e-04
 4.6150689e-03 4.9596827e-04 3.7671527e-04 3.8212829e-04 1.1692226e-03
 3.4044108e-03 1.0000000e+00 3.4907029e-04 4.2278218e-04 4.4991920e-04
 4.8809065e-04 4.5738200e-04 3.1962403e-04 3.7893554e-04 3.1774014e-03
 1.3652156e-01 5.1316537e-04 3.4970391e-04 3.7554989e-04 5.0108571e-04
 5.1855267e-04 3.1902056e-04]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l7\param_1\n02099712\ILSVRC2012_val_00000375.JPEG,l7,"[1.         0.1944506  0.06233062 0.00319456 0.05691248 0.06237612
 0.00340186 0.00318036 0.00320265 0.04519198 0.97059655 0.15227905
 0.00330949 0.00387469 0.10979306 0.00338143 0.00362291 0.0027368
 0.00351587 0.20700729 0.0565499  0.00334983 0.00320743 0.00953697
 0.00310901 0.00346557 0.00283348]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l7\param_1\n02099712\ILSVRC2012_val_00009984.JPEG,l7,"[0.92241013 0.7989224  0.04155333 0.01208236 0.09631274 0.04784017
 0.01097783 0.0096166  0.0288594  0.2183349  0.38048923 1.
 0.00991106 0.01541331 0.10421777 0.01187539 0.01157567 0.0082754
 0.01575018 0.05560207 0.04300307 0.01112564 0.01143307 0.04161663
 0.01139691 0.01113544 0.01014696]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l7\param_1\n02099712\ILSVRC2012_val_00012170.JPEG,l7,"[0.2619355  0.19265582 0.23757064 0.00910379 0.05823372 1.
 0.01176243 0.01017315 0.02259464 0.0679656  0.8489807  0.14853236
 0.0102012  0.01275297 0.09366006 0.01205829 0.01180696 0.01182416
 0.00981205 0.0645879  0.38275716 0.01218092 0.00972575 0.02211423
 0.01195785 0.01191193 0.00982827]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l7\param_1\n02099712\ILSVRC2012_val_00027534.JPEG,l7,"[1.         0.02654226 0.02784231 0.00858357 0.05983757 0.13065039
 0.00743132 0.00792843 0.00999607 0.04253167 0.14968808 0.1210876
 0.0085275  0.00837002 0.06916723 0.00781641 0.00872671 0.006035
 0.00727602 0.09923876 0.00409266 0.00756282 0.00774148 0.00914554
 0.00735786 0.00765809 0.0074045 ]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l7\param_1\n02099712\ILSVRC2012_val_00041878.JPEG,l7,"[0.16356206 0.12406058 0.08643014 0.03120324 0.51180863 0.0382797
 0.02974909 0.03439705 0.03113241 0.46872148 0.15647264 0.18510722
 0.02882407 0.03944817 1.         0.0304123  0.02885478 0.02423642
 0.03620695 0.54011893 0.06632707 0.03185363 0.02714255 0.09827928
 0.03036519 0.03056213 0.02573922]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l7\param_1\n02106662\ILSVRC2012_val_00002012.JPEG,l7,"[0.05859452 0.04838777 0.56619185 0.0080703  0.03366945 0.50638133
 0.00966096 0.00799535 0.01381276 0.02367516 0.15389693 1.
 0.0091334  0.00938944 0.19146995 0.01025214 0.00908072 0.00697064
 0.00916596 0.12279527 0.97229254 0.0089721  0.00761991 0.01517075
 0.00937419 0.00926716 0.0087045 ]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l7\param_1\n02106662\ILSVRC2012_val_00024896.JPEG,l7,"[8.8431135e-02 6.2506907e-02 1.6483279e-02 6.3357741e-04 8.3010439e-03
 1.5765548e-02 6.9898518e-04 5.8826321e-04 2.0333312e-03 1.2122132e-02
 1.0000000e+00 1.2481983e-01 5.9305318e-04 8.6485036e-04 1.1034030e-02
 7.0493290e-04 7.0166046e-04 6.8748085e-04 7.5883768e-04 2.9963199e-02
 1.5055583e-02 7.1245781e-04 6.4759626e-04 4.0468350e-03 7.3947996e-04
 6.8178447e-04 6.7502051e-04]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l7\param_1\n02106662\ILSVRC2012_val_00030773.JPEG,l7,"[1.4856853e-01 1.7974226e-01 1.5560840e-02 3.5378881e-04 2.3557041e-03
 6.1995599e-02 4.6112027e-04 3.4916625e-04 7.4130826e-04 2.3264133e-03
 9.9474482e-02 1.8767318e-01 3.5954907e-04 5.6059461e-04 9.9875461e-03
 4.3469507e-04 4.4435903e-04 3.4164716e-04 4.5183476e-04 2.4228371e-03
 1.0000000e+00 4.6441439e-04 3.0780697e-04 2.2487822e-03 4.2534858e-04
 4.4629496e-04 3.3356756e-04]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l7\param_1\n02113799\ILSVRC2012_val_00005936.JPEG,l7,"[4.60742056e-01 1.00000000e+00 9.43013132e-01 9.11391326e-05
 1.26907870e-03 3.05581003e-01 1.09747860e-04 9.22206964e-05
 1.48292544e-04 6.21509459e-03 8.25560093e-01 8.48229468e-01
 9.88667598e-05 1.17116266e-04 8.82798899e-03 1.08207583e-04
 1.10453620e-04 6.97171854e-05 1.03469043e-04 8.10691901e-03
 3.95789742e-01 1.06703214e-04 9.13561962e-05 4.08835214e-04
 1.16469600e-04 1.11283465e-04 6.52318922e-05]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l7\param_1\n02113799\ILSVRC2012_val_00026130.JPEG,l7,"[9.0319561e-03 4.8012313e-01 8.0776721e-04 1.4467278e-04 1.5548579e-03
 1.9597729e-01 1.6833631e-04 1.3406854e-04 2.8524394e-04 1.3214134e-02
 7.9866275e-02 1.0000000e+00 1.2995239e-04 2.2810766e-04 5.5591983e-04
 1.6091898e-04 1.6428457e-04 1.1578300e-04 1.7145085e-04 3.2095038e-03
 6.8973416e-01 1.5647334e-04 1.3912714e-04 4.0351151e-04 1.7486191e-04
 1.7127710e-04 8.8010260e-05]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l7\param_1\n02113799\ILSVRC2012_val_00039393.JPEG,l7,"[1.2281609e-01 1.0000000e+00 3.4803737e-02 1.7000402e-04 2.0448834e-02
 2.7171674e-01 1.9250842e-04 1.6471084e-04 3.2103012e-04 7.7733723e-03
 2.4991222e-01 7.9381335e-01 1.4613057e-04 2.1046383e-04 2.0751420e-01
 1.9277862e-04 1.7289950e-04 1.5545571e-04 1.5491551e-04 2.5602499e-01
 2.7202958e-01 1.8504652e-04 1.6621650e-04 4.7406420e-04 1.9764533e-04
 1.9068300e-04 1.4420149e-04]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l7\param_1\n02113799\ILSVRC2012_val_00047026.JPEG,l7,"[0.07844862 1.         0.05625705 0.00338943 0.00895651 0.14569497
 0.00327487 0.00285205 0.00441407 0.01815228 0.06223207 0.4514948
 0.0029196  0.00521666 0.01625114 0.0033676  0.00327946 0.00321523
 0.00327069 0.00648558 0.20758735 0.00329437 0.00256572 0.00719433
 0.00354261 0.00337754 0.00237679]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l7\param_1\n02123045\ILSVRC2012_val_00004422.JPEG,l7,"[5.5541348e-01 1.0000000e+00 2.8053833e-02 3.9447265e-04 6.3316464e-02
 6.3265198e-01 4.1175506e-04 3.5380441e-04 1.0888026e-03 3.6545482e-02
 6.5407991e-01 7.5349599e-01 3.4981337e-04 1.2861358e-03 2.3893240e-01
 3.9048615e-04 4.0603138e-04 3.9192665e-04 5.0350995e-04 1.3964884e-01
 7.8134221e-01 3.8074903e-04 3.4030885e-04 4.5552636e-03 4.0410689e-04
 4.1430653e-04 3.3314471e-04]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l7\param_1\n02123045\ILSVRC2012_val_00020136.JPEG,l7,"[1.         0.49857876 0.06765796 0.03964211 0.14446115 0.31466007
 0.04220341 0.03765589 0.1157924  0.16350646 0.33310732 0.40899175
 0.03968135 0.06042899 0.39773175 0.04329973 0.03955055 0.06307229
 0.04320743 0.29757965 0.41102746 0.03854819 0.03898097 0.19409448
 0.04404476 0.03991297 0.05066465]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l7\param_1\n02123045\ILSVRC2012_val_00033837.JPEG,l7,"[0.5961862  1.         0.00748    0.00146665 0.02230025 0.42836195
 0.00146794 0.00133058 0.00356807 0.04731853 0.79216224 0.25774398
 0.00140681 0.00201847 0.03628569 0.00136015 0.00156504 0.00200058
 0.00164949 0.05034611 0.35915422 0.00149411 0.00134658 0.00558014
 0.0015155  0.00145408 0.00152877]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l7\param_1\n02123045\ILSVRC2012_val_00040745.JPEG,l7,"[0.29748657 0.91659945 0.008662   0.00167378 0.00427517 0.26329213
 0.00189026 0.00153155 0.00502708 0.01191575 0.396629   0.36046135
 0.00154824 0.00204646 0.03326652 0.001888   0.00175977 0.0024536
 0.00182931 0.01803698 1.         0.00184981 0.00167578 0.00545305
 0.00202486 0.00191239 0.00202514]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l7\param_1\n02123045\ILSVRC2012_val_00047911.JPEG,l7,"[0.38771662 0.9507148  1.         0.10320242 0.32002398 0.6953927
 0.11122276 0.10991696 0.24122708 0.3569288  0.23196764 0.52283484
 0.11604588 0.11138204 0.31045926 0.11626283 0.11441752 0.14093149
 0.11110646 0.24019094 0.6021468  0.11298206 0.11154421 0.40745145
 0.11726658 0.11111712 0.10070855]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l7\param_1\n02123394\ILSVRC2012_val_00005627.JPEG,l7,"[0.16316125 0.3302935  1.         0.1003776  0.12578921 0.27483207
 0.12209702 0.10741189 0.1253979  0.15004908 0.03316227 0.17562059
 0.10598665 0.10295101 0.24571487 0.11328483 0.12054648 0.10019014
 0.09463272 0.11720907 0.71879613 0.12471402 0.10464094 0.15462166
 0.12162949 0.13596435 0.10100731]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l7\param_1\n02123394\ILSVRC2012_val_00015898.JPEG,l7,"[0.00436206 0.0471315  0.01114564 0.00185891 0.00230953 0.02127865
 0.00219975 0.00191781 0.00352043 0.0027742  0.01238336 1.
 0.00195097 0.00173169 0.00433529 0.00220583 0.00236809 0.00215562
 0.00215406 0.00141566 0.02648977 0.00208739 0.00182938 0.00459106
 0.00234595 0.00240957 0.00151907]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l7\param_1\n02123394\ILSVRC2012_val_00031180.JPEG,l7,"[0.06999477 0.36786702 0.42213982 0.14604384 0.17212251 0.44231954
 0.17718959 0.14741912 0.19965263 0.19189383 0.03855336 1.
 0.14995942 0.15095758 0.06472015 0.17561853 0.193845   0.14710668
 0.14342017 0.22120781 0.89898646 0.18065494 0.14599714 0.23641786
 0.18351433 0.19007356 0.13411514]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l7\param_1\n02124075\ILSVRC2012_val_00005362.JPEG,l7,"[0.14673886 0.06314991 0.07181755 0.06455985 0.12239615 0.297328
 0.05928259 0.06138853 0.08393137 0.09392542 0.0241354  1.
 0.06144872 0.07189085 0.26898697 0.05877883 0.05759953 0.06851742
 0.06723994 0.14070769 0.21333998 0.06023882 0.06002398 0.09230295
 0.05724255 0.05765094 0.07079367]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l7\param_1\n02124075\ILSVRC2012_val_00023696.JPEG,l7,"[0.87522185 0.53245384 0.02568459 0.04412519 0.13741446 0.6248157
 0.0350837  0.03940081 0.15325485 0.09391653 1.         0.34798947
 0.04058926 0.07534574 0.54601634 0.03459006 0.03596436 0.04561712
 0.06805227 0.21394847 0.31851712 0.03311031 0.03902614 0.3396773
 0.03374182 0.03441877 0.04511459]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l7\param_1\n02124075\ILSVRC2012_val_00026412.JPEG,l7,"[0.07060838 0.00670862 0.20438598 0.06969541 0.15177476 0.24346575
 0.04733802 0.04826702 0.16674595 0.15814555 0.04028904 0.04960919
 0.04799719 0.10593194 1.         0.0495493  0.05074745 0.071989
 0.09134486 0.1627698  0.1888368  0.0512079  0.06182617 0.14107504
 0.04787248 0.04661472 0.05084064]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l7\param_1\n02125311\ILSVRC2012_val_00003978.JPEG,l7,"[5.00852661e-03 1.00000000e+00 5.04101918e-04 1.42342784e-03
 8.80376622e-03 4.86897528e-01 1.77041197e-03 1.36887678e-03
 1.43054803e-03 1.13403145e-02 5.16708195e-02 6.23803623e-02
 1.36684894e-03 2.06462666e-03 1.84019562e-02 1.84811640e-03
 1.68210943e-03 1.08022708e-03 1.36533938e-03 8.22604075e-03
 3.09039086e-01 1.64798752e-03 1.43020239e-03 4.51895595e-03
 1.73934910e-03 1.78853376e-03 1.01982953e-03]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l7\param_1\n02125311\ILSVRC2012_val_00028318.JPEG,l7,"[6.58381581e-01 3.44709039e-01 1.03826576e-04 1.37526571e-04
 9.12086852e-03 7.41277695e-01 1.79769922e-04 1.34164104e-04
 9.99987533e-05 1.01163024e-02 1.00000000e+00 6.94409549e-01
 1.37237585e-04 1.91732470e-04 1.16918795e-01 1.64737721e-04
 1.72718879e-04 8.76491031e-05 1.62340075e-04 2.40855306e-01
 8.25837255e-01 1.76070054e-04 1.38713585e-04 2.60877772e-04
 1.64902711e-04 1.92993335e-04 1.01393955e-04]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l7\param_1\n02125311\ILSVRC2012_val_00042529.JPEG,l7,"[2.0107549e-02 1.0000000e+00 9.6498069e-04 9.6410053e-04 1.2314873e-02
 7.8376934e-02 1.2505898e-03 1.1058999e-03 8.7733770e-04 1.3799422e-02
 1.4412105e-02 2.0144601e-01 1.1430178e-03 1.3469751e-03 2.7407598e-02
 1.2323997e-03 1.2555314e-03 7.4126164e-04 9.7247929e-04 4.6190832e-02
 8.5686916e-01 1.2925222e-03 1.0696193e-03 1.4900189e-03 1.3096336e-03
 1.3066654e-03 7.3073705e-04]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l7\param_1\n02129165\ILSVRC2012_val_00008167.JPEG,l7,"[0.14801872 0.00308643 0.0666332  0.10326482 0.28858578 0.47435448
 0.13656215 0.13726811 0.06967651 0.16461512 0.11678044 0.02831439
 0.1263844  0.09937096 1.         0.15916757 0.14991382 0.08906579
 0.1072578  0.55926657 0.16906062 0.13873468 0.10972411 0.05470182
 0.15126936 0.14919543 0.107384  ]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l7\param_1\n02129165\ILSVRC2012_val_00012343.JPEG,l7,"[2.91625299e-02 1.13274544e-01 9.77920834e-04 1.32561778e-03
 6.15427969e-03 1.35154471e-01 1.88574020e-03 1.70963746e-03
 8.80485983e-04 6.54198369e-03 3.62724103e-02 3.33626382e-02
 1.62130501e-03 1.91491225e-03 3.64421941e-02 1.67180214e-03
 1.66883867e-03 1.17138273e-03 1.43139646e-03 9.48687643e-03
 1.00000000e+00 1.69653888e-03 1.66221184e-03 2.83656828e-03
 1.74529839e-03 1.91563694e-03 9.96019691e-04]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l7\param_1\n02129165\ILSVRC2012_val_00012423.JPEG,l7,"[2.4176477e-02 1.0000000e+00 6.1148813e-04 3.3491661e-04 1.4067198e-03
 7.0433952e-02 3.9649554e-04 3.8295650e-04 3.2707196e-04 2.3992802e-03
 1.8221964e-01 4.6459201e-01 3.6928427e-04 4.8775726e-04 1.4738437e-02
 3.9289801e-04 3.6918352e-04 2.6417128e-04 3.6811695e-04 2.3769760e-03
 4.1097414e-01 4.0304818e-04 3.3933259e-04 3.9024706e-04 4.3751273e-04
 4.1350818e-04 2.1488479e-04]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l7\param_1\n02129165\ILSVRC2012_val_00027413.JPEG,l7,"[2.0429049e-02 2.3854290e-01 2.4460629e-03 1.0233109e-03 7.8167999e-03
 6.9345728e-02 1.3873059e-03 1.2511604e-03 9.2757022e-04 6.2805745e-03
 1.7429115e-03 1.0000000e+00 1.0398889e-03 1.5128540e-03 1.0636161e-02
 1.4049994e-03 1.2422395e-03 7.3788740e-04 1.1206048e-03 6.0245623e-03
 2.6538250e-01 1.2913579e-03 1.0220064e-03 2.3845243e-03 1.3460786e-03
 1.3967386e-03 7.0462492e-04]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l7\param_1\n02129165\ILSVRC2012_val_00039833.JPEG,l7,"[0.12930937 0.18464004 0.02547348 0.01227714 0.13779342 0.3273096
 0.01239571 0.0097835  0.01052562 0.17231795 0.0270824  0.00827769
 0.01108566 0.01701573 1.         0.01312732 0.0117812  0.00639004
 0.01274147 0.18342161 0.5244896  0.01321249 0.01003158 0.0228307
 0.01259251 0.01414111 0.00783025]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l7\param_1\n02132136\ILSVRC2012_val_00018369.JPEG,l7,"[9.91952956e-01 1.00000000e+00 1.89745764e-03 7.71643463e-05
 2.68899719e-03 9.34046924e-01 1.15065857e-04 9.49886526e-05
 5.08098055e-05 2.79832748e-03 9.67786133e-01 9.87776399e-01
 1.09835957e-04 1.20584256e-04 9.94454604e-03 1.18371514e-04
 1.15122828e-04 4.37376475e-05 8.32629084e-05 6.43478110e-02
 9.85356629e-01 1.24496262e-04 8.70730510e-05 1.30197164e-04
 1.23976512e-04 1.35893759e-04 5.05466560e-05]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l7\param_1\n02132136\ILSVRC2012_val_00034153.JPEG,l7,"[9.8623835e-02 1.0000000e+00 2.4467502e-02 2.8014745e-04 4.2974518e-04
 5.4475707e-01 2.8727893e-04 2.4555385e-04 3.9615959e-04 2.2361670e-03
 4.0941927e-01 3.2864609e-01 2.1844852e-04 3.0407700e-04 1.0577029e-02
 2.8855435e-04 2.9919652e-04 1.2389269e-04 2.7182468e-04 1.6806381e-03
 3.7714177e-01 3.0943082e-04 3.0462022e-04 3.9228518e-04 2.9800533e-04
 3.2025989e-04 1.2209859e-04]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l7\param_1\n02132136\ILSVRC2012_val_00046763.JPEG,l7,"[1.7323572e-02 1.0000000e+00 9.2421789e-03 8.3375524e-04 9.9915650e-04
 2.1360710e-02 1.1744356e-03 1.0749301e-03 3.9102076e-04 8.4594951e-04
 4.8499194e-01 1.1824780e-01 8.7977032e-04 6.4598629e-04 4.1269064e-03
 1.1443879e-03 1.0302903e-03 4.6766092e-04 6.8847451e-04 1.4875423e-03
 1.9750960e-02 1.0602890e-03 7.6937804e-04 5.9257785e-04 1.1572541e-03
 1.3232434e-03 5.0662941e-04]"
